Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE52,OUT035,1478.67529296875
NCB54,OUT045,2047.442626953125
NCF31,OUT035,2439.390869140625
FDJ08,OUT027,5259.24853515625
NCC07,OUT017,1759.298583984375
NCD19,OUT027,1754.9542236328125
FDL46,OUT049,1814.1204833984375
FDM20,OUT045,3919.781005859375
NCI06,OUT010,616.4906005859375
DRM11,OUT035,4572.9453125
NCH07,OUT018,2261.026611328125
FDS23,OUT013,2006.610107421875
FDO49,OUT018,671.3571166992188
FDS35,OUT049,1109.403076171875
DRK39,OUT045,1260.80908203125
DRI39,OUT049,929.9442749023438
FDV04,OUT017,2519.787353515625
NCN14,OUT035,3186.90625
FDH08,OUT013,4240.72802734375
FDS20,OUT046,2982.35791015625
FDV40,OUT049,1275.75927734375
FDZ48,OUT010,269.7999572753906
FDS24,OUT027,2227.098876953125
FDK44,OUT049,3037.81591796875
FDS48,OUT045,2430.134033203125
FDK26,OUT010,861.2667236328125
FDD23,OUT045,3091.668212890625
NCH54,OUT017,2891.2919921875
NCP14,OUT010,238.17918395996094
FDM60,OUT010,-251.90008544921875
FDV24,OUT017,2429.613037109375
FDH08,OUT018,3362.3466796875
FDS12,OUT027,3430.89404296875
FDR39,OUT027,4586.89208984375
FDP12,OUT027,1123.748779296875
DRF60,OUT027,6227.01953125
FDC09,OUT035,1776.9287109375
FDF50,OUT018,2597.92919921875
FDG28,OUT035,4184.77197265625
NCE19,OUT017,924.5868530273438
NCM53,OUT010,269.5298156738281
NCN18,OUT049,1826.993896484375
FDF32,OUT035,3366.455322265625
FDF11,OUT013,3896.792236328125
DRI59,OUT049,3950.16552734375
NCG54,OUT035,2840.054443359375
FDM44,OUT046,1638.7125244140625
FDT57,OUT018,3197.77197265625
FDV24,OUT046,2234.385009765625
FDI50,OUT019,1086.1700439453125
FDS09,OUT035,784.3500366210938
NCC31,OUT027,3729.621337890625
FDQ07,OUT019,457.09417724609375
FDC22,OUT017,3103.928466796875
FDZ56,OUT046,2614.609619140625
FDZ40,OUT019,-52.748878479003906
FDS46,OUT027,2988.3818359375
DRD24,OUT045,2095.671630859375
FDV45,OUT017,3287.592041015625
FDL26,OUT045,2404.85791015625
FDA56,OUT018,1744.8023681640625
FDN27,OUT046,1567.223876953125
FDM20,OUT049,4044.645263671875
FDO16,OUT017,1415.7298583984375
FDL03,OUT035,3360.034423828125
FDE58,OUT046,1783.847900390625
FDI02,OUT027,3000.424072265625
NCC55,OUT019,-119.05210876464844
FDR03,OUT018,3058.21533203125
FDB14,OUT017,1550.6419677734375
FDR45,OUT013,3884.415283203125
NCN07,OUT017,2149.071533203125
FDM51,OUT019,381.47760009765625
FDT52,OUT027,6137.21826171875
FDL26,OUT046,2275.94873046875
NCZ42,OUT046,3811.681640625
DRI47,OUT019,523.3388671875
FDW40,OUT013,2067.690185546875
FDN34,OUT046,2642.359619140625
FDS01,OUT035,3176.216796875
NCG55,OUT045,1884.681640625
FDC11,OUT035,1369.3499755859375
FDX35,OUT018,3189.645751953125
NCB06,OUT046,2443.3701171875
FDR09,OUT019,660.723876953125
FDC53,OUT017,1669.3109130859375
FDY45,OUT013,4038.52197265625
FDA22,OUT010,709.9996948242188
FDE02,OUT035,1652.534423828125
FDW21,OUT045,1629.0067138671875
FDV34,OUT046,1253.7086181640625
FDS59,OUT049,1752.16650390625
NCW17,OUT017,2148.273681640625
NCK54,OUT046,1825.531494140625
FDG17,OUT019,936.37158203125
FDG35,OUT017,3005.551025390625
FDD08,OUT010,-283.33013916015625
NCO07,OUT017,4097.27978515625
FDJ10,OUT010,403.2568054199219
FDW36,OUT017,1743.8211669921875
FDW21,OUT010,280.44488525390625
FDY19,OUT017,1923.1630859375
DRE03,OUT013,863.9812622070312
NCC55,OUT049,700.057373046875
FDH52,OUT010,3.7912538051605225
FDO09,OUT017,4765.908203125
FDU43,OUT045,3978.756591796875
FDX09,OUT010,616.4906005859375
FDH40,OUT019,190.57200622558594
FDW58,OUT017,1642.97998046875
FDC47,OUT017,3993.646484375
NCR41,OUT035,1660.6741943359375
DRG49,OUT035,4379.5947265625
FDC52,OUT027,3703.1455078125
FDY13,OUT046,1272.9139404296875
FDY35,OUT013,793.8912353515625
FDI35,OUT017,3299.968994140625
NCU18,OUT049,2152.332275390625
FDY33,OUT018,2261.026611328125
FDC15,OUT027,3775.201171875
FDU01,OUT049,3214.254150390625
NCU42,OUT046,2605.88623046875
NCV29,OUT018,2410.082763671875
NCY30,OUT017,3294.346435546875
FDQ46,OUT049,1939.6231689453125
FDG58,OUT027,3729.621337890625
FDK33,OUT017,3904.97509765625
NCD07,OUT045,1875.958251953125
NCX29,OUT027,3729.621337890625
NCT42,OUT013,2289.2431640625
DRN59,OUT035,775.7283325195312
FDI44,OUT035,1375.665283203125
FDA45,OUT049,2806.3486328125
FDP31,OUT045,725.5399169921875
FDY01,OUT046,1837.57373046875
FDT09,OUT018,1917.5726318359375
DRH03,OUT027,2524.794921875
FDA36,OUT018,2585.1494140625
NCF31,OUT017,2439.390869140625
FDG14,OUT049,2475.953857421875
FDG28,OUT027,5985.0810546875
FDU14,OUT049,4099.80712890625
FDY47,OUT019,631.21875
FDI56,OUT049,1442.87890625
DRD01,OUT013,1022.446533203125
FDM22,OUT046,992.2774047851562
FDH33,OUT013,785.1678466796875
DRZ24,OUT013,1899.177978515625
NCQ38,OUT046,1647.4359130859375
FDO16,OUT027,2141.327392578125
FDU07,OUT027,3858.970458984375
NCB07,OUT013,3046.18505859375
FDU48,OUT045,2078.041748046875
NCM43,OUT045,2720.197998046875
FDR31,OUT010,637.9268188476562
DRK49,OUT018,561.6187133789062
NCI30,OUT010,876.4802856445312
DRD60,OUT017,3138.7216796875
NCG19,OUT046,3271.82666015625
FDH12,OUT035,1743.8211669921875
FDM32,OUT035,1471.4456787109375
FDM27,OUT035,2398.13330078125
NCU53,OUT027,4247.611328125
NCQ18,OUT046,1548.54150390625
FDS10,OUT013,2878.341796875
FDB33,OUT027,3905.053955078125
FDI12,OUT013,1427.4527587890625
NCW42,OUT013,4098.64990234375
NCC06,OUT018,1821.5655517578125
FDW02,OUT017,2194.81494140625
NCD43,OUT017,1768.205322265625
FDM57,OUT018,1094.01220703125
FDA58,OUT017,3880.59765625
FDK56,OUT046,2982.35791015625
FDP52,OUT045,4296.77392578125
FDW20,OUT018,1741.6131591796875
FDS52,OUT049,1640.2650146484375
NCT29,OUT018,1585.5059814453125
NCL54,OUT013,2887.248291015625
FDC05,OUT045,3079.291259765625
FDF34,OUT035,3382.1162109375
FDP03,OUT027,3340.973876953125
FDD32,OUT010,199.22506713867188
FDZ10,OUT045,2066.55615234375
FDZ40,OUT035,948.9710083007812
FDD51,OUT018,563.6358642578125
NCY30,OUT019,569.725341796875
FDP58,OUT017,3718.61328125
FDV49,OUT017,4269.5478515625
FDY24,OUT019,-93.01994323730469
NCO55,OUT017,1743.8211669921875
FDR13,OUT017,1976.5477294921875
FDS51,OUT017,1009.418701171875
FDP26,OUT045,1635.2764892578125
NCB54,OUT027,3442.76708984375
FDF32,OUT017,3366.455322265625
FDN31,OUT018,2594.81201171875
DRM48,OUT017,630.4664306640625
FDN20,OUT049,2811.5576171875
DRL01,OUT046,3750.996337890625
FDV56,OUT049,1737.987060546875
DRH13,OUT027,2601.82763671875
FDA03,OUT017,2383.2783203125
FDF47,OUT027,5308.482421875
FDX32,OUT046,2274.36328125
FDX57,OUT049,1621.238525390625
NCA30,OUT045,3070.384765625
FDO49,OUT013,899.3638305664062
FDL04,OUT019,266.9505920410156
DRM48,OUT035,630.4664306640625
FDR16,OUT013,3320.551025390625
NCC19,OUT018,2603.74560546875
NCE42,OUT045,3253.4521484375
FDY24,OUT017,910.1468505859375
FDH19,OUT049,3020.18603515625
FDJ46,OUT013,2887.248291015625
FDN45,OUT010,734.7190551757812
FDY08,OUT035,2166.708251953125
FDZ37,OUT035,1456.4150390625
NCT30,OUT045,767.952880859375
DRY23,OUT018,563.98681640625
NCZ30,OUT018,1763.503662109375
FDC44,OUT018,1567.8154296875
FDB45,OUT035,1681.117919921875
FDY04,OUT013,2655.52490234375
FDM27,OUT046,2311.688232421875
FDZ43,OUT017,4224.72119140625
FDT39,OUT019,523.3388671875
NCC06,OUT019,691.9820556640625
FDL15,OUT027,3729.621337890625
FDL57,OUT017,4499.5439453125
FDU08,OUT046,1539.818115234375
FDK40,OUT017,3901.344970703125
FDQ12,OUT010,1358.7530517578125
FDS48,OUT017,2511.85107421875
FDP09,OUT045,3601.880126953125
FDW21,OUT049,1586.7733154296875
FDY25,OUT035,3298.34228515625
DRE13,OUT017,1381.2078857421875
FDV43,OUT019,-128.79751586914062
FDD22,OUT045,1875.958251953125
FDM46,OUT019,206.76722717285156
NCO30,OUT010,915.0509643554688
FDM25,OUT046,2814.5146484375
NCN41,OUT049,2087.365478515625
FDU24,OUT045,1445.1656494140625
FDZ50,OUT046,2955.882080078125
FDP45,OUT013,3882.4658203125
NCM54,OUT045,2056.166015625
FDW10,OUT019,569.725341796875
FDP20,OUT017,2123.619384765625
FDK32,OUT046,2274.36328125
FDN52,OUT049,1389.02978515625
FDM58,OUT045,1779.0562744140625
FDZ46,OUT027,2601.82763671875
NCA18,OUT018,1541.063232421875
FDD35,OUT046,1939.4886474609375
NCK31,OUT035,808.7341918945312
FDI40,OUT027,2668.057373046875
FDT50,OUT019,224.51780700683594
NCT06,OUT046,2582.791259765625
FDT31,OUT035,3294.346435546875
FDT45,OUT049,956.4200439453125
FDT13,OUT045,3108.1083984375
FDO50,OUT045,1429.856689453125
NCU18,OUT010,559.5958251953125
NCR54,OUT049,3184.94580078125
NCO18,OUT018,2410.082763671875
FDU09,OUT045,898.0396728515625
FDT13,OUT018,2623.21240234375
FDE09,OUT046,1825.531494140625
NCK53,OUT019,381.47760009765625
FDG45,OUT049,3781.547607421875
DRH15,OUT035,664.9532470703125
FDO21,OUT019,918.3005981445312
FDD14,OUT027,5141.94140625
FDC09,OUT046,1647.4359130859375
FDH45,OUT027,1190.2469482421875
FDV32,OUT046,1147.73095703125
FDG12,OUT035,1952.3447265625
FDS32,OUT013,2050.330078125
NCL55,OUT018,3271.34716796875
DRE01,OUT035,4038.760009765625
DRE15,OUT049,1324.5625
NCL42,OUT045,3790.2646484375
FDP31,OUT013,1043.5858154296875
FDN33,OUT018,1212.4097900390625
FDZ59,OUT046,2569.958740234375
FDE45,OUT010,616.4906005859375
FDJ07,OUT013,1870.1893310546875
FDQ45,OUT018,2619.1962890625
FDM33,OUT027,5713.95263671875
FDO15,OUT010,115.22246551513672
FDM46,OUT013,1490.2335205078125
FDR03,OUT045,3654.653076171875
FDY49,OUT018,2452.038330078125
FDQ60,OUT045,1853.9735107421875
FDW10,OUT049,2866.1435546875
FDO51,OUT049,688.4331665039062
FDJ40,OUT018,1373.2972412109375
FDS20,OUT018,2594.81201171875
FDU45,OUT013,1900.8974609375
FDV02,OUT035,2905.35791015625
FDN09,OUT046,3780.4560546875
NCM55,OUT027,5074.248046875
FDN23,OUT018,1961.528564453125
FDY31,OUT010,610.78076171875
FDW03,OUT010,252.6948699951172
FDD14,OUT046,2926.621337890625
FDV23,OUT017,2072.77001953125
DRI03,OUT045,2830.952880859375
FDN13,OUT035,1598.6519775390625
FDF45,OUT027,1884.3028564453125
FDU46,OUT035,1429.3173828125
FDB57,OUT049,3839.237060546875
FDV12,OUT049,1648.9884033203125
FDQ58,OUT013,2316.388916015625
NCA18,OUT017,1932.06982421875
FDH52,OUT049,975.4465942382812
FDM24,OUT018,2150.745361328125
NCP43,OUT027,4586.89208984375
NCO18,OUT019,569.725341796875
FDM32,OUT017,1358.902587890625
NCL07,OUT017,661.4710693359375
FDK03,OUT013,4060.77001953125
FDP59,OUT017,1553.122314453125
FDQ24,OUT049,4238.7021484375
FDQ16,OUT018,1373.0272216796875
FDU44,OUT013,2507.38037109375
FDH28,OUT010,-232.98130798339844
FDV28,OUT019,-127.80624389648438
FDM22,OUT045,899.7590942382812
FDR56,OUT046,2991.081298828125
FDV39,OUT049,3176.222412109375
FDU37,OUT019,194.14610290527344
FDQ11,OUT010,1313.6375732421875
FDX02,OUT045,3835.48193359375
NCS42,OUT018,1220.3387451171875
FDY57,OUT027,2589.75048828125
FDB21,OUT049,3923.22705078125
FDE28,OUT017,3911.3193359375
FDQ55,OUT017,1956.4539794921875
FDA48,OUT049,3740.902587890625
FDZ19,OUT045,2910.1767578125
NCC43,OUT045,3956.192626953125
NCV18,OUT046,1333.6019287109375
NCA42,OUT018,2355.0927734375
FDY45,OUT046,3938.038330078125
NCC30,OUT045,2940.884765625
FDM57,OUT013,1427.4527587890625
FDL09,OUT010,486.2120361328125
FDB09,OUT027,3470.322998046875
FDT44,OUT035,1940.793212890625
NCT06,OUT027,4118.1552734375
FDX26,OUT049,3158.469970703125
FDK32,OUT013,2347.096923828125
DRA12,OUT046,1986.2332763671875
FDO46,OUT010,923.957763671875
FDE52,OUT013,1400.976806640625
NCH42,OUT045,3924.316650390625
FDV08,OUT035,690.4290771484375
FDB47,OUT018,3182.3564453125
FDC28,OUT010,285.4405212402344
FDD22,OUT046,1825.531494140625
FDS07,OUT027,3117.73095703125
DRI13,OUT045,3619.510009765625
FDG32,OUT018,3393.419921875
FDU14,OUT017,4220.60693359375
FDD28,OUT019,-52.748878479003906
NCP41,OUT017,1791.108154296875
FDS08,OUT049,2954.35986328125
FDX47,OUT045,2399.3603515625
FDC53,OUT019,381.47760009765625
FDQ19,OUT035,4331.2294921875
FDL14,OUT045,2420.75830078125
FDM33,OUT019,476.5337219238281
FDA51,OUT045,1856.4862060546875
FDZ27,OUT018,692.5713500976562
FDT04,OUT046,727.2486572265625
DRC13,OUT049,2078.64208984375
FDR16,OUT027,5165.4248046875
FDQ03,OUT027,6232.81884765625
FDE38,OUT035,2931.931884765625
DRH23,OUT027,1821.18408203125
FDT11,OUT019,383.6318054199219
FDD09,OUT035,3156.123046875
FDR40,OUT045,1337.0196533203125
FDX07,OUT017,3294.346435546875
FDR07,OUT035,1283.26220703125
FDA51,OUT017,1907.2747802734375
FDT59,OUT019,1012.3650512695312
FDF20,OUT017,3368.94091796875
FDR13,OUT045,1896.052001953125
FDY26,OUT049,3718.662109375
FDW04,OUT017,2166.37060546875
FDK52,OUT017,4126.078125
FDN60,OUT049,2507.239501953125
FDM09,OUT019,569.725341796875
FDP46,OUT049,1397.753173828125
FDB50,OUT019,119.87653350830078
NCQ29,OUT049,4048.28564453125
FDP16,OUT027,6250.77294921875
FDX33,OUT018,2244.201904296875
FDP07,OUT010,910.024169921875
FDN22,OUT046,3456.028564453125
FDF39,OUT049,4467.9169921875
FDS21,OUT017,979.0771484375
NCM42,OUT013,1701.2244873046875
FDK50,OUT019,654.43212890625
DRF13,OUT027,3729.621337890625
FDH35,OUT018,2322.3154296875
FDP60,OUT018,1325.5506591796875
DRJ49,OUT027,3442.76708984375
NCT42,OUT019,523.3388671875
FDE38,OUT049,2803.6015625
FDI04,OUT049,3176.222412109375
NCH54,OUT045,2421.344970703125
FDT56,OUT049,956.4200439453125
DRD15,OUT018,2964.6103515625
FDV58,OUT013,2710.527099609375
FDP21,OUT049,3219.415283203125
FDH05,OUT013,3732.01025390625
FDR10,OUT027,4027.02880859375
NCP06,OUT045,2115.6474609375
FDF33,OUT049,2083.67578125
DRK37,OUT013,3305.95166015625
DRH49,OUT045,1328.1129150390625
FDT58,OUT013,2678.619873046875
FDD41,OUT018,1399.85791015625
FDP40,OUT018,1473.9642333984375
FDM51,OUT027,2601.82763671875
FDO45,OUT010,159.3691864013672
FDW33,OUT010,278.43658447265625
FDY24,OUT045,983.166259765625
FDB10,OUT010,960.9569091796875
FDM40,OUT035,2166.708251953125
NCI06,OUT017,3131.73876953125
FDW12,OUT019,523.3388671875
FDX48,OUT027,3729.621337890625
NCW05,OUT027,2668.057373046875
FDX27,OUT017,1466.879150390625
DRM37,OUT045,3088.0146484375
FDA38,OUT045,3833.533935546875
FDR36,OUT046,704.0556640625
FDZ45,OUT046,2991.081298828125
FDG05,OUT017,2518.1064453125
FDK28,OUT013,4017.889892578125
FDV47,OUT045,1341.0921630859375
FDN21,OUT045,2563.14697265625
FDP20,OUT027,3494.013427734375
FDI35,OUT045,3100.3916015625
DRY23,OUT013,785.1678466796875
FDA56,OUT017,2102.477294921875
FDB09,OUT013,2002.4776611328125
NCO26,OUT027,2988.3818359375
FDQ49,OUT018,2570.326171875
FDI52,OUT027,3340.973876953125
FDZ44,OUT027,3117.73095703125
FDZ09,OUT018,2236.09130859375
FDY03,OUT049,1941.3426513671875
NCG42,OUT017,2157.464111328125
DRI13,OUT027,5490.76953125
FDQ32,OUT013,1985.1175537109375
FDW16,OUT035,1489.490478515625
FDU27,OUT046,791.7694702148438
FDR28,OUT010,531.9105224609375
FDQ49,OUT010,533.8923950195312
FDS37,OUT046,1851.74072265625
FDW26,OUT018,3198.485107421875
FDX12,OUT018,3267.119140625
NCP06,OUT013,2295.736572265625
FDW45,OUT010,651.2748413085938
NCN30,OUT049,1621.238525390625
FDN24,OUT049,956.4200439453125
NCL41,OUT027,1179.776123046875
FDR02,OUT019,355.0018310546875
FDD09,OUT010,616.4906005859375
FDS33,OUT010,165.13442993164062
FDU22,OUT045,1875.958251953125
FDI53,OUT013,2646.801513671875
DRH01,OUT049,3037.81591796875
FDX32,OUT013,2067.690185546875
NCP30,OUT018,582.4215698242188
FDB60,OUT045,3079.291259765625
FDB14,OUT049,1526.9300537109375
NCP02,OUT035,920.4777221679688
FDJ10,OUT017,2107.384765625
FDG34,OUT046,1719.9061279296875
NCB18,OUT017,1396.0264892578125
FDM16,OUT049,1274.039794921875
FDW25,OUT018,1284.05419921875
FDB35,OUT010,198.84063720703125
DRN11,OUT013,2065.970703125
FDF41,OUT019,997.8011474609375
FDH16,OUT045,1332.3687744140625
NCQ50,OUT018,3022.80224609375
DRH23,OUT018,791.3617553710938
DRJ37,OUT013,2338.37353515625
DRJ24,OUT027,5129.8994140625
FDY16,OUT035,3154.12939453125
FDQ27,OUT045,1692.311767578125
FDZ33,OUT045,2366.354736328125
FDF29,OUT045,2095.671630859375
FDA08,OUT049,2788.645751953125
FDG31,OUT046,1123.8255615234375
FDE34,OUT019,411.3818359375
NCR30,OUT027,1994.2755126953125
FDV33,OUT035,4316.24267578125
DRZ24,OUT018,1794.117431640625
NCL54,OUT035,3048.682861328125
FDR12,OUT049,3029.092529296875
NCC54,OUT046,3334.169677734375
DRN59,OUT013,918.4920654296875
FDX50,OUT019,355.0018310546875
FDV31,OUT027,4716.2412109375
NCA29,OUT027,4586.89208984375
FDW60,OUT049,2954.35986328125
FDX08,OUT017,3303.2529296875
DRD49,OUT013,3505.3408203125
FDD33,OUT046,3651.22314453125
FDW35,OUT013,785.1678466796875
FDJ36,OUT017,1747.2215576171875
FDV51,OUT035,2924.399658203125
FDW36,OUT046,1656.566650390625
FDH35,OUT046,2544.761474609375
NCS30,OUT027,3519.262451171875
FDN49,OUT017,663.1940307617188
FDL08,OUT018,3033.106201171875
FDI09,OUT013,3376.69091796875
FDP19,OUT018,1914.280029296875
FDU21,OUT010,-258.5028381347656
NCP41,OUT045,1681.3260498046875
FDY10,OUT013,1900.8974609375
FDP12,OUT018,566.5020141601562
NCN26,OUT049,1932.6192626953125
FDK44,OUT013,2895.9716796875
FDC28,OUT049,1750.447021484375
FDJ41,OUT027,6186.54833984375
NCT29,OUT035,2078.093017578125
NCH42,OUT019,1012.3650512695312
FDU60,OUT018,2423.367919921875
FDS02,OUT045,3052.8154296875
FDC51,OUT046,1900.6357421875
FDU03,OUT013,3046.18505859375
FDX39,OUT045,3803.178466796875
NCY05,OUT010,-258.5028381347656
NCL06,OUT027,6223.32177734375
FDD32,OUT035,1427.79931640625
NCN41,OUT045,2030.70458984375
NCX53,OUT049,2134.702392578125
FDU57,OUT019,523.3388671875
FDQ23,OUT046,1634.603271484375
FDQ52,OUT045,3869.291259765625
FDC14,OUT045,635.2294311523438
FDY09,OUT035,3164.846435546875
FDQ28,OUT045,2402.384033203125
FDV25,OUT046,3801.430908203125
FDJ07,OUT035,1952.3447265625
DRB25,OUT049,1729.263671875
FDK52,OUT019,556.5488891601562
FDY52,OUT027,1849.7008056640625
FDB28,OUT046,3038.0068359375
FDT36,OUT035,647.8678588867188
FDV25,OUT017,4257.740234375
NCN07,OUT027,3519.262451171875
FDC57,OUT017,3335.650146484375
FDQ03,OUT018,3062.937744140625
FDU23,OUT017,2947.49462890625
NCX41,OUT035,3904.705078125
NCD06,OUT035,784.3500366210938
FDW08,OUT045,1672.6026611328125
NCU29,OUT017,2482.82568359375
NCE06,OUT013,2458.25
FDV52,OUT010,175.86016845703125
FDB02,OUT017,3176.216796875
NCR18,OUT045,662.4802856445312
FDK16,OUT049,1640.2650146484375
NCQ29,OUT010,1007.1121215820312
FDZ01,OUT019,400.682861328125
FDW27,OUT035,2442.55419921875
FDD17,OUT018,3281.650634765625
FDW39,OUT013,2839.661376953125
DRH59,OUT045,1155.44970703125
FDS52,OUT013,1733.10498046875
FDU40,OUT027,5355.11376953125
NCF54,OUT013,2878.61181640625
FDH46,OUT045,1632.7637939453125
NCP14,OUT049,1711.4095458984375
FDH50,OUT049,3224.98095703125
DRF15,OUT010,591.752197265625
FDV27,OUT027,2227.098876953125
NCJ06,OUT049,2069.735595703125
FDN02,OUT018,3030.68408203125
FDQ51,OUT049,815.9921264648438
FDQ07,OUT017,4003.95068359375
FDS45,OUT049,1748.9727783203125
NCJ06,OUT045,2013.074462890625
FDD36,OUT035,1956.4539794921875
FDY25,OUT045,3221.510498046875
FDU52,OUT046,2272.643798828125
DRK47,OUT017,4252.15478515625
NCL30,OUT017,2090.842529296875
FDN22,OUT035,3956.64404296875
NCF30,OUT027,3477.96728515625
FDK03,OUT035,4541.30029296875
FDT45,OUT017,933.3102416992188
NCC54,OUT027,5665.01611328125
FDP08,OUT018,2621.796875
FDU44,OUT046,2574.06787109375
DRG39,OUT035,889.6804809570312
FDU32,OUT049,2078.64208984375
FDY27,OUT049,2982.77978515625
NCP54,OUT013,2002.4776611328125
NCZ41,OUT049,2095.197509765625
DRL49,OUT013,2169.06103515625
FDI05,OUT018,1133.2659912109375
FDY56,OUT045,3861.957763671875
DRC13,OUT013,1993.7542724609375
NCV29,OUT017,3156.123046875
FDR24,OUT049,1473.5870361328125
FDZ34,OUT018,2489.837890625
FDP37,OUT035,2135.92626953125
FDX08,OUT027,4716.2412109375
FDS57,OUT045,2095.671630859375
